Hotel Name,City,State,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles),Average Price per Night (USD),Cab Service Name,Hospital Name,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles)
Crystal Waters Hotel,St. Louis,MO,STL,49.9,CPS,4.5,BLV,30,152.76,Metro Taxi,Northside Hospital,STL,31.6,CPS,48.6,BLV,7
Harbor View Hotel,St. Louis,MO,STL,6.1,CPS,2.3,BLV,35.7,121.98,Metro Taxi,St. Mary's Hospital,STL,22.2,CPS,48,BLV,9.2
City Center Lodge,St. Louis,MO,STL,42.3,CPS,38.6,BLV,21.7,277,Metro Taxi,Riverfront Medical Center,STL,32.6,CPS,20,BLV,8.5
Pine Tree Inn,St. Louis,MO,STL,14.6,CPS,8.2,BLV,36.8,229.77,Speedy Taxi,Riverfront Medical Center,STL,41,CPS,19.7,BLV,49.7
Ocean View Hotel,St. Louis,MO,STL,45.9,CPS,1,BLV,47.3,132.48,Alpha Cab,Valley Health Center,STL,13.9,CPS,13.4,BLV,14.2
Pine Tree Inn,St. Louis,MO,STL,44.4,CPS,22,BLV,4.8,141.98,Premier Rides,Northside Hospital,STL,17.4,CPS,13.7,BLV,39
Mountain Peak Lodge,St. Louis,MO,STL,17.2,CPS,10.2,BLV,13.8,180.28,Green Cab,Lakeside Medical Center,STL,39.4,CPS,36.8,BLV,35.2
Golden Gate Hotel,St. Louis,MO,STL,28,CPS,40.9,BLV,8.7,105.24,Metro Taxi,Mountain View Hospital,STL,18.2,CPS,3.8,BLV,18.6
Lakeside Inn,St. Louis,MO,STL,48.8,CPS,9.5,BLV,40.7,271.02,First Choice Taxi,Memorial Hospital,STL,18.2,CPS,9.8,BLV,4.1
Pine Tree Inn,St. Louis,MO,STL,30.4,CPS,33.5,BLV,35,282.76,Elite Taxi,General Hospital,STL,3.8,CPS,27.3,BLV,27.3
Urban Retreat,St. Louis,MO,STL,40.6,CPS,43.1,BLV,18.8,245.62,Sunshine Taxi,St. Mary's Hospital,STL,7.9,CPS,6.9,BLV,15.5
Metro Inn,St. Louis,MO,STL,44.9,CPS,44.9,BLV,36.6,228.42,Metro Taxi,City Medical Center,STL,10.6,CPS,8.6,BLV,18.4
Broadway Hotel,St. Louis,MO,STL,41.1,CPS,1,BLV,14.3,214.4,City Cab,St. Mary's Hospital,STL,33.8,CPS,46.7,BLV,49.9
Golden Gate Hotel,St. Louis,MO,STL,22.6,CPS,2.6,BLV,18.3,169.02,Rapid Cab,Southern Health Clinic,STL,31.1,CPS,0.6,BLV,42.4
Golden Gate Hotel,St. Louis,MO,STL,49.6,CPS,30,BLV,1.6,267.84,Green Cab,Main Street Medical Center,STL,40.1,CPS,18.1,BLV,14.9
Metro Inn,St. Louis,MO,STL,40.7,CPS,4.7,BLV,24,278.42,Comfort Ride,Urban Health Clinic,STL,45.2,CPS,45.3,BLV,13.7
Urban Retreat,St. Louis,MO,STL,13.4,CPS,34.6,BLV,32.4,202.65,Best Taxi,Riverfront Medical Center,STL,6.8,CPS,24.5,BLV,11.6
Golden Gate Hotel,St. Louis,MO,STL,21.7,CPS,16.8,BLV,36.8,152.17,Metro Taxi,Northside Hospital,STL,2.1,CPS,6.3,BLV,42
Capitol Stay,St. Louis,MO,STL,33.7,CPS,27,BLV,43.4,196.36,Metro Taxi,Downtown Medical Center,STL,28.9,CPS,38.6,BLV,19.9
Crystal Waters Hotel,St. Louis,MO,STL,7.4,CPS,49.9,BLV,18.5,120.67,Quick Ride,Lakeside Medical Center,STL,32.5,CPS,23.6,BLV,27.2
Urban Retreat,St. Louis,MO,STL,32.2,CPS,4.2,BLV,7.7,275.67,BlueLine Taxi,Central Clinic,STL,19.5,CPS,8.5,BLV,36.9
Coastal Breeze Hotel,St. Louis,MO,STL,28.9,CPS,21.9,BLV,14.2,142.71,Quick Ride,Urban Health Clinic,STL,33.2,CPS,10,BLV,30.9
Lakeside Inn,St. Louis,MO,STL,22.3,CPS,40.8,BLV,36.7,199.25,TopRide Taxi,Coastal Health Center,STL,8.6,CPS,11.2,BLV,3.3
Sapphire Hotel,St. Louis,MO,STL,28.4,CPS,18.9,BLV,20,225.46,Green Cab,Downtown Medical Center,STL,9.8,CPS,29.1,BLV,48.9
Lakeside Inn,St. Louis,MO,STL,35.8,CPS,47,BLV,42.4,105.12,City Cab,General Hospital,STL,9.6,CPS,19,BLV,18.2
Riverfront Hotel,St. Louis,MO,STL,21.3,CPS,13.4,BLV,45.9,188.51,Elite Taxi,Sunrise Hospital,STL,30.1,CPS,31.9,BLV,18.1
Metro Inn,St. Louis,MO,STL,39.7,CPS,3.5,BLV,22.2,205.79,Royal Cab,City Health Clinic,STL,5.3,CPS,26,BLV,3.6
Golden Gate Hotel,St. Louis,MO,STL,13,CPS,46.9,BLV,3.8,213.98,Rapid Cab,Eastside Medical Center,STL,43.5,CPS,49.7,BLV,29.2
Metro Inn,St. Louis,MO,STL,12.9,CPS,39.8,BLV,12.1,235.63,City Cab,Riverfront Medical Center,STL,39.1,CPS,22.1,BLV,40.3
City Center Lodge,St. Louis,MO,STL,14.8,CPS,39.8,BLV,9.8,235.62,Star Taxi,Sunrise Hospital,STL,0.9,CPS,4.5,BLV,19.5
Ocean View Hotel,St. Louis,MO,STL,5.4,CPS,17.7,BLV,46.2,217.73,Star Taxi,General Hospital,STL,12.2,CPS,30.1,BLV,41.9
Skyline Suites,St. Louis,MO,STL,20.6,CPS,37.7,BLV,42.8,260.05,Comfort Ride,Harbor Hospital,STL,20.1,CPS,9.4,BLV,45.2
Skyline Suites,St. Louis,MO,STL,49.3,CPS,28.8,BLV,16.5,155.31,Best Taxi,West End Hospital,STL,29.3,CPS,38.2,BLV,15.6
Sapphire Hotel,St. Louis,MO,STL,49,CPS,46.9,BLV,22.8,121.51,Quick Ride,Southern Health Clinic,STL,45.8,CPS,18.7,BLV,8.1
Metro Inn,St. Louis,MO,STL,31.3,CPS,46.1,BLV,14.9,297.44,Alpha Cab,Harbor Hospital,STL,25,CPS,3.3,BLV,12.5
Lakeside Inn,St. Louis,MO,STL,19.3,CPS,45.1,BLV,19.2,205.59,Liberty Taxi,Northside Hospital,STL,42.4,CPS,45.8,BLV,14.3
